time,high,low,open,volumefrom,volumeto,close,conversionType,conversionSymbol
2020-01-18,179.52,166.69,169.98,4982054.44,866424830.99,173.91,multiply,BTC
2020-01-19,171.09,164.3,173.91,3968902.88,662472107.99,166.92,multiply,BTC
2020-01-20,168.97,162.92,166.92,2168408.26,361336568.0,166.64,multiply,BTC
2020-01-21,171.09,166.56,166.64,2189523.43,370220822.27,169.09,multiply,BTC
2020-01-22,170.22,165.28,169.09,1795345.1,301566807.31,167.97,multiply,BTC
2020-01-23,164.02,160.41,167.97,2377112.52,386312306.91,162.51,multiply,BTC
2020-01-24,163.75,158.77,162.51,2324168.65,377435884.53,162.4,multiply,BTC
2020-01-25,161.58,158.4,162.4,1384665.6,222457869.05,160.66,multiply,BTC
2020-01-26,168.18,164.74,160.66,1743010.32,292233443.69,167.66,multiply,BTC
2020-01-27,173.89,169.52,167.66,2452800.32,416247047.32,169.7,multiply,BTC
2020-01-28,180.98,175.63,169.7,3238454.78,569377601.02,175.82,multiply,BTC
2020-01-29,177.09,173.28,175.82,2293380.33,397823150.89,173.47,multiply,BTC
2020-01-30,186.7,175.97,173.47,3066710.35,565568199.28,184.42,multiply,BTC
2020-01-31,182.64,177.5,184.42,2714562.26,487674049.61,179.65,multiply,BTC
2020-02-01,186.09,179.81,179.65,2166242.99,397838510.97,183.65,multiply,BTC
2020-02-02,190.7,181.27,183.65,3851746.39,725534844.29,188.37,multiply,BTC
2020-02-03,190.7,186.8,188.37,2889055.05,547997589.0,189.68,multiply,BTC
2020-02-04,188.76,184.63,189.68,2718810.77,512203474.25,188.39,multiply,BTC
2020-02-05,205.78,196.65,188.39,3955322.74,806325046.18,203.86,multiply,BTC
2020-02-06,214.34,205.65,203.86,4349177.44,925819964.93,212.87,multiply,BTC
2020-02-07,223.83,213.82,212.87,3223801.5,719675881.29,223.24,multiply,BTC
2020-02-08,228.75,218.65,223.24,3202425.6,714799127.35,223.21,multiply,BTC
2020-02-09,232.11,226.52,223.21,2208722.68,505028036.14,228.65,multiply,BTC
2020-02-10,224.76,217.76,228.65,2665253.24,594846674.44,223.19,multiply,BTC
2020-02-11,239.59,229.62,223.19,3970106.08,943842318.04,237.74,multiply,BTC
2020-02-12,276.91,239.45,237.74,6162261.7,1638802974.73,265.94,multiply,BTC
2020-02-13,273.74,258.19,265.94,5252002.2,1410279798.58,268.52,multiply,BTC
2020-02-14,286.88,266.78,268.52,4264466.83,1218082692.61,285.64,multiply,BTC
2020-02-15,275.67,263.48,285.64,4640538.98,1228225789.25,264.67,multiply,BTC
2020-02-16,270.87,244.66,264.67,4751288.67,1235093246.39,259.95,multiply,BTC
2020-02-17,268.27,241.79,259.95,5155249.75,1379015768.38,267.5,multiply,BTC
2020-02-18,290.0,274.93,267.5,5131089.38,1452489694.04,283.08,multiply,BTC
2020-02-19,270.88,256.96,283.08,3119006.38,807153589.68,258.79,multiply,BTC
2020-02-20,263.19,249.64,258.79,3750954.18,966650959.83,257.71,multiply,BTC
2020-02-21,266.98,257.48,257.71,3434048.33,912166977.09,265.62,multiply,BTC
2020-02-22,265.77,259.49,265.62,1742726.37,456762597.05,262.1,multiply,BTC
2020-02-23,275.58,269.39,262.1,2618558.08,721610483.07,275.58,multiply,BTC
2020-02-24,268.57,261.9,275.58,1777330.6,472525409.3,265.86,multiply,BTC
2020-02-25,257.03,246.6,265.86,3217338.12,793992744.73,246.79,multiply,BTC
2020-02-26,234.61,218.43,246.79,5096383.71,1141439327.42,223.97,multiply,BTC
2020-02-27,234.92,217.36,223.97,4720134.84,1074277672.87,227.59,multiply,BTC
2020-02-28,229.75,220.69,227.59,4201511.4,956885208.27,227.75,multiply,BTC
2020-02-29,227.14,217.91,227.75,5265472.33,1147393678.32,217.91,multiply,BTC
2020-03-01,222.71,214.93,217.91,4074524.49,889328823.45,218.27,multiply,BTC
2020-03-02,234.41,226.74,218.27,4139639.56,960775712.96,232.09,multiply,BTC
2020-03-03,229.13,222.91,232.09,4603088.97,1030922185.77,223.96,multiply,BTC
2020-03-04,227.5,222.5,223.96,3477977.96,782099795.13,224.87,multiply,BTC
2020-03-05,233.59,227.14,224.87,3489257.08,798259018.15,228.78,multiply,BTC
2020-03-06,245.77,230.84,228.78,3861984.61,948818789.11,245.68,multiply,BTC
2020-03-07,244.59,237.11,245.68,3915114.36,930388899.37,237.64,multiply,BTC
2020-03-08,215.06,197.74,237.64,4423300.22,883552623.46,199.75,multiply,BTC
2020-03-09,207.83,196.31,199.75,4444746.76,902545227.85,203.06,multiply,BTC
2020-03-10,202.97,198.0,203.06,4487519.67,900211302.18,200.6,multiply,BTC
2020-03-11,203.16,190.05,200.6,4427030.32,862475052.76,194.82,multiply,BTC
2020-03-12,120.81,105.22,194.82,7856259.11,866028497.69,110.23,multiply,BTC
2020-03-13,140.36,125.16,110.23,10980332.09,1484342374.16,135.18,multiply,BTC
2020-03-14,126.54,121.72,135.18,3081732.5,378141871.11,122.7,multiply,BTC
2020-03-15,127.6,119.25,122.7,3660808.54,452622446.96,123.64,multiply,BTC
2020-03-16,117.55,109.98,123.64,5953248.59,662853450.74,111.34,multiply,BTC
2020-03-17,120.2,115.13,111.34,4440425.33,515981234.12,116.2,multiply,BTC
2020-03-18,119.3,116.98,116.2,3527675.95,418382877.77,118.6,multiply,BTC
2020-03-19,138.67,132.91,118.6,3929460.13,537587654.84,136.81,multiply,BTC
2020-03-20,140.89,127.48,136.81,4153651.53,553741275.76,133.31,multiply,BTC
2020-03-21,133.7,130.85,133.31,2702792.47,359011975.68,132.83,multiply,BTC
2020-03-22,125.42,121.17,132.83,2528867.43,309805765.33,122.51,multiply,BTC
2020-03-23,138.33,133.06,122.51,1717734.85,234709856.11,136.64,multiply,BTC
2020-03-24,142.92,138.46,136.64,1691896.6,235170035.84,139.0,multiply,BTC
2020-03-25,141.05,135.69,139.0,1290204.79,175760951.78,136.23,multiply,BTC
2020-03-26,139.42,136.44,136.23,1168908.93,162254253.25,138.81,multiply,BTC
2020-03-27,132.32,129.83,138.81,1174339.63,154633712.05,131.68,multiply,BTC
2020-03-28,132.55,127.99,131.68,1248270.98,163822790.2,131.24,multiply,BTC
2020-03-29,125.11,122.76,131.24,902059.46,112330013.27,124.53,multiply,BTC
2020-03-30,136.39,131.01,124.53,1170545.56,154854263.42,132.29,multiply,BTC
2020-03-31,133.93,131.17,132.29,879133.02,117010142.69,133.1,multiply,BTC
2020-04-01,140.94,135.87,133.1,1441456.61,196140910.28,136.07,multiply,BTC
2020-04-02,143.78,138.81,136.07,1819978.87,257461293.94,141.46,multiply,BTC
2020-04-03,142.16,138.92,141.46,1413787.73,200026090.18,141.48,multiply,BTC
2020-04-04,146.53,143.02,141.48,1051434.17,151966376.58,144.53,multiply,BTC
2020-04-05,143.97,141.94,144.53,751599.88,107344500.8,142.82,multiply,BTC
2020-04-06,172.51,154.37,142.82,2591346.45,445136319.82,171.78,multiply,BTC
2020-04-07,171.69,163.84,171.78,2681474.14,441638538.53,164.7,multiply,BTC
2020-04-08,173.28,167.83,164.7,1667960.07,288902140.84,173.21,multiply,BTC
2020-04-09,172.01,169.38,173.21,1256713.57,213503155.75,169.89,multiply,BTC
2020-04-10,160.43,154.79,169.89,2099659.74,332080651.73,158.16,multiply,BTC
2020-04-11,160.14,156.62,158.16,1290503.64,204612645.49,158.55,multiply,BTC
2020-04-12,160.4,157.7,158.55,1196952.53,190086914.77,158.81,multiply,BTC
2020-04-13,158.52,155.09,158.81,1507948.71,236456264.65,156.81,multiply,BTC
2020-04-14,160.08,156.99,156.81,1127461.18,178860313.52,158.64,multiply,BTC
2020-04-15,155.06,151.55,158.64,1292083.72,197615790.67,152.94,multiply,BTC
2020-04-16,175.66,163.21,152.94,2902276.9,500930041.32,172.6,multiply,BTC
2020-04-17,172.13,168.12,172.6,1559084.14,266277387.19,170.79,multiply,BTC
2020-04-18,188.94,176.3,170.79,2201263.33,413517308.96,187.85,multiply,BTC
2020-04-19,185.31,178.32,187.85,1929266.85,347883867.33,180.32,multiply,BTC
2020-04-20,176.88,169.08,180.32,2362597.95,403179001.07,170.65,multiply,BTC
2020-04-21,173.37,170.14,170.65,1526448.92,261076182.64,171.03,multiply,BTC
2020-04-22,183.59,177.67,171.03,1563646.41,286183673.61,183.02,multiply,BTC
2020-04-23,194.8,184.68,183.02,2006279.73,372633155.6,185.73,multiply,BTC
2020-04-24,188.49,186.01,185.73,1279874.65,240182435.87,187.66,multiply,BTC
2020-04-25,195.62,188.14,187.66,1560059.44,303289064.0,194.41,multiply,BTC
2020-04-26,199.85,196.46,194.41,1268339.41,250644973.85,197.62,multiply,BTC
2020-04-27,199.9,194.06,197.62,1311828.77,258049806.65,196.71,multiply,BTC
2020-04-28,197.73,194.78,196.71,1050050.29,206733185.38,196.88,multiply,BTC
2020-04-29,228.15,212.95,196.88,2233529.7,481510851.06,215.58,multiply,BTC
2020-04-30,212.92,204.02,215.58,2277805.97,470224989.05,206.44,multiply,BTC
2020-05-01,215.08,210.75,206.44,1609809.5,341543226.1,212.16,multiply,BTC
2020-05-02,216.98,213.57,212.16,836942.72,179197523.23,214.11,multiply,BTC
2020-05-03,213.68,208.96,214.11,1285181.25,270043070.91,210.12,multiply,BTC
2020-05-04,210.32,202.24,210.12,1539124.39,318236765.14,206.76,multiply,BTC
2020-05-05,211.66,205.34,206.76,981821.87,201692537.2,205.43,multiply,BTC
2020-05-06,211.16,198.81,205.43,1716962.14,341816428.45,199.08,multiply,BTC
2020-05-07,222.3,210.7,199.08,2774249.13,588968967.49,212.3,multiply,BTC
2020-05-08,212.45,207.84,212.3,1911364.63,404185499.74,211.46,multiply,BTC
2020-05-09,210.29,205.13,211.46,1808538.64,380138715.1,210.19,multiply,BTC
2020-05-10,199.16,186.84,210.19,2661983.34,499697462.27,187.72,multiply,BTC
2020-05-11,186.46,179.86,187.72,2203062.33,409270199.69,185.77,multiply,BTC
2020-05-12,192.39,188.33,185.77,1333854.19,253560918.33,190.1,multiply,BTC
2020-05-13,202.28,196.78,190.1,1243792.44,248583222.72,199.86,multiply,BTC
2020-05-14,210.06,200.66,199.86,1956532.07,397775930.68,203.31,multiply,BTC
2020-05-15,197.59,192.57,203.31,1559838.38,303712134.51,194.71,multiply,BTC
2020-05-16,201.92,195.91,194.71,1222798.74,245295750.07,200.6,multiply,BTC
2020-05-17,208.01,202.69,200.6,1035920.54,214183380.54,206.76,multiply,BTC
2020-05-18,216.43,207.29,206.76,1411667.72,303053831.14,214.68,multiply,BTC
2020-05-19,216.63,213.31,214.68,997340.42,214104443.63,214.68,multiply,BTC
2020-05-20,210.54,206.83,214.68,895429.22,187926919.47,209.87,multiply,BTC
2020-05-21,211.42,191.63,209.85,576319.94,115900478.36,198.56,direct,
2020-05-22,208.27,200.2,198.58,983282.11,203883969.7,207.35,multiply,BTC
2020-05-23,209.35,206.32,207.35,765519.54,158295000.8,206.78,multiply,BTC
2020-05-24,201.75,196.17,206.78,966301.7,193178180.87,199.91,multiply,BTC
2020-05-25,206.78,203.67,199.91,984408.69,201016206.46,204.2,multiply,BTC
2020-05-26,203.69,199.97,204.2,932530.14,187471648.97,201.04,multiply,BTC
2020-05-27,211.98,206.46,201.04,800718.49,166790102.34,208.3,multiply,BTC
2020-05-28,220.33,212.09,208.3,1004011.96,221217298.51,220.33,multiply,BTC
2020-05-29,221.95,216.77,220.33,1038042.57,229023699.89,220.63,multiply,BTC
2020-05-30,248.02,226.3,220.63,1647126.21,401336258.16,243.66,multiply,BTC
2020-05-31,239.95,231.16,243.66,1215884.5,281521659.77,231.54,multiply,BTC
2020-06-01,257.73,247.01,231.54,1476844.58,366906124.23,248.44,multiply,BTC
2020-06-02,238.67,230.19,248.44,1514339.16,360122023.75,237.81,multiply,BTC
2020-06-03,245.13,239.52,237.81,642061.77,157079114.17,244.65,multiply,BTC
2020-06-04,246.39,236.28,244.56,372652.43,90413005.89,243.35,direct,
2020-06-05,247.73,239.25,243.35,307295.41,74553973.27,240.08,direct,
2020-06-06,244.48,238.02,240.08,191703.01,46231144.22,242.08,direct,
2020-06-07,245.34,234.97,242.08,350970.89,84241162.44,244.75,direct,
2020-06-08,247.67,241.15,244.75,268906.97,65548033.56,246.47,direct,
2020-06-09,249.85,235.78,246.47,311413.28,75833901.79,244.0,direct,
2020-06-10,250.3,242.38,244.0,354039.1,86962964.42,248.01,direct,
2020-06-11,250.31,225.86,248.01,684189.54,163068331.34,230.21,direct,
2020-06-12,239.28,228.19,230.21,381138.07,89734985.04,237.54,direct,
2020-06-13,238.71,234.61,237.54,158809.72,37591086.28,238.21,direct,
2020-06-14,238.57,229.98,238.21,302824.94,70815323.17,231.61,direct,
2020-06-15,233.75,218.29,231.61,677321.32,153345723.13,230.98,direct,
2020-06-16,236.0,228.88,230.98,293247.62,68381514.54,235.35,direct,
2020-06-17,234.96,232.6,235.31,744081.13,173917879.04,233.74,multiply,BTC
2020-06-18,232.92,229.45,233.74,1183501.49,273554189.76,231.14,multiply,BTC
2020-06-19,229.94,227.06,231.14,554941.24,126984439.23,228.83,multiply,BTC
2020-06-20,231.36,228.36,228.83,444965.44,101863954.88,228.93,multiply,BTC
2020-06-21,229.07,227.02,228.93,398016.61,90728932.75,227.95,multiply,BTC
2020-06-22,246.8,227.39,227.83,541373.26,129354691.96,243.3,direct,
2020-06-23,243.78,240.9,243.26,633854.34,154096213.24,243.11,multiply,BTC
2020-06-24,249.14,230.99,243.16,530864.61,126699284.93,234.56,direct,
2020-06-25,235.12,227.36,234.56,363467.6,84427974.15,232.35,direct,
2020-06-26,230.87,229.23,232.33,765340.24,175646529.66,229.5,multiply,BTC
2020-06-27,226.62,218.42,229.5,869943.51,192053080.2,220.77,multiply,BTC
2020-06-28,226.37,222.36,220.77,713590.85,160427791.91,224.82,multiply,BTC
2020-06-29,228.76,224.35,224.82,986194.45,224693888.65,227.84,multiply,BTC
2020-06-30,227.32,224.21,227.84,760908.56,171575809.95,225.49,multiply,BTC
2020-07-01,231.62,227.28,225.49,822437.95,190036327.93,231.06,multiply,BTC
2020-07-02,227.96,224.96,231.06,1457284.01,330209737.79,226.59,multiply,BTC
2020-07-03,226.66,224.76,226.59,1163308.98,261884352.33,225.12,multiply,BTC
2020-07-04,229.56,226.73,225.12,1114755.74,255496390.55,229.19,multiply,BTC
2020-07-05,228.4,225.58,229.19,1020069.83,232611581.25,228.03,multiply,BTC
2020-07-06,241.9,233.86,228.03,2113903.04,511159054.2,241.81,multiply,BTC
2020-07-07,240.69,233.56,241.81,1358166.45,325137300.06,239.39,multiply,BTC
2020-07-08,248.82,241.45,239.39,1807293.64,446444658.34,247.02,multiply,BTC
2020-07-09,242.98,238.64,247.02,838047.44,202935600.75,242.15,multiply,BTC
2020-07-10,243.55,238.81,242.15,534225.39,128868072.5,241.22,multiply,BTC
2020-07-11,240.35,237.49,241.22,434730.97,104005761.96,239.24,multiply,BTC
2020-07-12,242.94,238.85,239.24,564517.75,136986885.16,242.66,multiply,BTC
2020-07-13,242.96,237.14,242.66,699226.6,167491682.32,239.54,multiply,BTC
2020-07-14,241.77,239.08,239.54,555917.92,133683082.42,240.47,multiply,BTC
2020-07-15,239.3,236.08,240.47,511304.02,121931757.09,238.47,multiply,BTC
2020-07-16,239.17,230.11,238.42,354658.04,82733057.02,233.61,direct,
2020-07-17,234.87,231.67,233.54,513009.25,119410906.81,232.77,multiply,BTC
2020-07-18,237.87,233.1,232.77,449014.83,105902192.47,235.85,multiply,BTC
2020-07-19,239.52,235.28,235.85,493756.5,118084690.77,239.16,multiply,BTC
2020-07-20,239.1,234.61,239.16,613442.59,144874959.58,236.17,multiply,BTC
2020-07-21,247.0,235.78,236.16,392196.91,95966343.65,245.87,direct,
2020-07-22,267.71,247.97,245.62,899421.54,237610574.74,264.18,multiply,BTC
2020-07-23,280.97,260.56,264.32,840629.82,227497042.4,275.65,direct,
2020-07-24,287.68,268.61,275.65,612547.5,170698826.04,279.6,direct,
2020-07-25,309.39,279.6,279.6,744498.83,218403404.71,305.67,direct,
2020-07-26,319.07,300.43,305.67,731791.27,226259900.31,311.47,direct,
2020-07-27,359.78,316.6,311.28,2306242.74,743147491.93,322.23,multiply,BTC
2020-07-28,320.45,311.49,322.23,1676214.68,532201296.09,317.5,multiply,BTC
2020-07-29,326.47,317.03,317.5,1074624.83,341878677.37,318.14,multiply,BTC
2020-07-30,339.86,318.07,318.14,1201599.1,402895123.47,335.3,multiply,BTC
2020-07-31,351.71,340.13,335.3,1351347.36,468835268.22,346.94,multiply,BTC
2020-08-01,391.23,358.51,346.94,1864945.57,722568267.48,387.45,multiply,BTC
2020-08-02,414.95,344.45,387.41,1275109.75,483607413.35,371.93,direct,
2020-08-03,394.79,376.48,371.95,1562985.54,603703192.02,386.25,multiply,BTC
2020-08-04,402.84,381.18,386.1,672905.11,263396168.06,389.79,direct,
2020-08-05,410.38,397.57,389.67,1158334.39,464468861.15,400.98,multiply,BTC
2020-08-06,403.28,392.92,400.98,924612.7,365262534.14,395.04,multiply,BTC
2020-08-07,398.38,365.09,395.07,621342.96,238575183.71,379.57,direct,
2020-08-08,397.58,376.32,379.57,300976.24,116573197.91,397.56,direct,
2020-08-09,400.32,384.27,397.56,333210.44,130828493.0,390.28,direct,
2020-08-10,399.28,390.95,390.32,956341.34,378431781.83,395.71,multiply,BTC
2020-08-11,398.33,366.89,395.84,550483.67,211575268.55,378.94,direct,
2020-08-12,389.5,366.09,378.94,433691.32,165583849.9,387.19,direct,
2020-08-13,431.71,377.01,387.19,812446.96,326856513.91,424.97,direct,
2020-08-14,444.64,418.03,424.97,721487.48,310718163.89,438.51,direct,
2020-08-15,442.89,424.74,438.48,958093.71,414440093.31,432.57,multiply,BTC
2020-08-16,436.95,412.94,432.63,430834.33,183747481.55,433.85,direct,
2020-08-17,447.0,420.72,433.85,508591.11,220294114.98,431.26,direct,
2020-08-18,426.14,415.73,431.28,762840.88,322064343.35,422.19,multiply,BTC
2020-08-19,426.84,394.63,422.38,593539.86,242013764.61,407.85,direct,
2020-08-20,419.09,402.63,407.85,594336.14,245429680.33,416.04,direct,
2020-08-21,418.78,385.2,416.04,833269.52,335992540.64,387.98,direct,
2020-08-22,397.18,379.8,387.98,704832.42,274291152.47,395.46,direct,
2020-08-23,397.58,383.56,395.46,400399.03,156583241.04,390.72,direct,
2020-08-24,410.39,387.72,390.72,668668.61,269045578.82,408.03,direct,
2020-08-25,409.1,370.38,408.03,657420.71,256111120.78,383.34,direct,
2020-08-26,393.33,377.76,383.34,338689.99,130709996.59,386.02,direct,
2020-08-27,387.86,377.32,385.98,841628.48,322334008.91,382.99,multiply,BTC
2020-08-28,398.08,388.28,382.99,713748.95,282317937.64,395.54,multiply,BTC
2020-08-29,404.11,392.52,395.54,623460.61,248727540.47,398.95,multiply,BTC
2020-08-30,430.11,407.15,398.95,990688.35,425180515.49,429.18,multiply,BTC
2020-08-31,436.58,420.61,429.18,1167183.52,506717370.21,434.14,multiply,BTC
2020-09-01,483.63,442.6,434.14,1764604.57,839941536.91,475.99,multiply,BTC
2020-09-02,481.22,421.58,475.81,892744.77,399846874.92,439.83,direct,
2020-09-03,450.71,374.19,439.83,1147290.59,473102908.76,382.46,direct,
2020-09-04,400.18,364.11,382.46,622038.92,239570368.52,385.91,direct,
2020-09-05,394.66,310.93,385.91,1499688.45,522017043.23,335.24,direct,
2020-09-06,360.31,316.82,335.24,958760.77,327280613.14,352.69,direct,
2020-09-07,358.54,323.67,352.69,693531.32,238264362.56,353.7,direct,
2020-09-08,356.57,325.75,353.7,655015.89,222558039.13,337.45,direct,
2020-09-09,359.2,331.01,337.45,547236.41,190044274.6,351.15,direct,
2020-09-10,377.54,350.44,351.15,674808.42,248139178.76,368.09,direct,
2020-09-11,375.31,356.15,368.09,441319.3,161816528.74,373.99,direct,
2020-09-12,388.14,369.96,374.03,698082.56,270883063.04,388.04,multiply,BTC
2020-09-13,383.85,357.71,388.04,1034609.9,378959151.0,366.28,multiply,BTC
2020-09-14,382.82,370.75,366.28,1111989.07,419514214.33,377.26,multiply,BTC
2020-09-15,382.28,362.54,377.26,872072.14,317572911.45,364.16,multiply,BTC
2020-09-16,370.9,363.23,364.16,779983.24,284764527.24,365.09,multiply,BTC
2020-09-17,394.57,364.04,365.09,1409168.77,548924125.68,389.54,multiply,BTC
2020-09-18,391.69,379.76,389.54,1017844.84,391327582.63,384.47,multiply,BTC
2020-09-19,389.7,382.61,384.47,646138.01,248935189.81,385.27,multiply,BTC
2020-09-20,380.84,369.05,385.27,717282.81,266122857.13,371.02,multiply,BTC
2020-09-21,376.42,332.74,371.06,675272.56,235743740.73,340.19,direct,
2020-09-22,346.8,335.89,340.19,387847.54,132686320.89,344.25,direct,
2020-09-23,344.61,314.7,344.25,492135.39,163392957.36,320.19,direct,
2020-09-24,352.84,317.14,320.19,530250.06,178780604.82,349.18,direct,
2020-09-25,358.04,338.01,349.18,455676.68,158007481.04,352.02,direct,
2020-09-26,355.52,348.76,352.05,517452.21,183296884.19,354.23,multiply,BTC
2020-09-27,361.72,353.42,354.23,548129.55,196081931.5,357.73,multiply,BTC
2020-09-28,368.15,352.09,357.67,338025.49,122046214.19,354.01,direct,
2020-09-29,360.59,350.49,354.01,301692.93,107212650.86,359.92,direct,
2020-09-30,361.43,355.4,359.82,519993.66,187102579.35,359.82,multiply,BTC
2020-10-01,359.37,350.66,359.82,679105.54,239865351.68,353.21,multiply,BTC
2020-10-02,354.28,334.71,353.09,405076.24,138979278.48,345.83,direct,
2020-10-03,349.91,344.31,345.96,403367.62,139693448.38,346.32,multiply,BTC
2020-10-04,353.57,348.34,346.32,336496.16,118652727.18,352.61,multiply,BTC
2020-10-05,357.64,353.32,352.61,392691.17,138916761.21,353.76,multiply,BTC
2020-10-06,355.32,336.93,353.84,324629.12,112291749.41,340.85,direct,
2020-10-07,342.87,333.27,340.85,341462.64,115694720.97,341.91,direct,
2020-10-08,353.4,334.35,341.91,295984.38,102219748.95,351.2,direct,
2020-10-09,368.51,347.19,351.2,336130.72,120746450.13,365.41,direct,
2020-10-10,378.52,365.2,365.41,253908.73,94915521.94,370.88,direct,
2020-10-11,376.42,371.75,370.8,405554.05,151826472.42,374.37,multiply,BTC
2020-10-12,395.22,365.82,374.4,369132.22,140830030.43,386.91,direct,
2020-10-13,387.82,374.78,386.91,255939.5,97704716.98,381.41,direct,
2020-10-14,384.25,377.28,381.21,478125.8,181262215.14,379.11,multiply,BTC
2020-10-15,383.69,377.36,379.11,591728.69,223497544.12,377.7,multiply,BTC
2020-10-16,379.9,361.57,377.82,318744.72,117467322.34,365.58,direct,
2020-10-17,369.11,366.27,365.72,322825.81,119010667.66,368.65,multiply,BTC
2020-10-18,379.59,372.8,368.65,359498.81,136049864.63,378.44,multiply,BTC
2020-10-19,384.42,373.04,378.44,257142.52,97474550.54,379.41,direct,
2020-10-20,386.03,367.91,379.39,859418.6,316902577.83,368.74,multiply,BTC
2020-10-21,401.78,368.19,368.83,731278.91,283451951.4,391.46,direct,
2020-10-22,421.25,391.34,391.46,567385.97,232628091.79,414.5,direct,
2020-10-23,419.47,401.93,414.5,330934.12,136314943.28,409.57,direct,
2020-10-24,418.85,410.45,409.59,455908.25,188086893.4,412.55,multiply,BTC
2020-10-25,411.97,406.1,412.55,415309.34,168766807.67,406.36,multiply,BTC
2020-10-26,411.39,382.64,406.3,405412.22,160975600.73,393.11,direct,
2020-10-27,410.25,390.4,393.11,264061.94,105902450.86,403.74,direct,
2020-10-28,409.35,381.06,403.74,192392.15,75394842.45,388.77,direct,
2020-10-29,393.98,380.87,388.77,249693.18,97143305.34,387.54,direct,
2020-10-30,392.05,374.08,387.54,379042.31,144640027.44,382.76,direct,
2020-10-31,392.57,385.67,382.83,547916.74,211918605.81,386.77,multiply,BTC
2020-11-01,397.71,385.6,386.77,850038.51,337253108.32,396.75,multiply,BTC
2020-11-02,404.39,378.67,396.49,347549.1,135741837.5,383.61,direct,
2020-11-03,398.14,388.18,383.66,341553.65,132583691.44,388.18,multiply,BTC
2020-11-04,408.58,377.14,388.17,254271.89,100082927.23,402.66,direct,
2020-11-05,420.74,397.1,402.66,257653.91,105310367.9,416.89,direct,
2020-11-06,458.22,415.41,416.89,374046.51,164108426.67,456.32,direct,
2020-11-07,468.04,426.27,456.32,353304.45,158253714.77,435.82,direct,
2020-11-08,460.03,432.87,435.82,169586.34,75984233.86,454.74,direct,
2020-11-09,458.75,434.54,454.74,230777.2,103452706.39,444.45,direct,
2020-11-10,455.07,439.44,444.45,206511.07,92709328.95,450.86,direct,
2020-11-11,476.65,449.95,450.86,507733.44,236182074.76,463.91,direct,
2020-11-12,470.4,452.69,463.91,419454.5,193184163.08,462.78,direct,
2020-11-13,477.97,458.1,462.78,408493.75,191393679.41,476.87,direct,
2020-11-14,477.76,452.26,476.87,303539.72,140465129.76,461.03,direct,
2020-11-15,463.02,440.46,461.03,256400.31,115840989.63,448.51,direct,
2020-11-16,471.55,458.84,448.45,662300.65,305327654.61,461.01,multiply,BTC
2020-11-17,495.61,475.46,461.01,1029579.0,496984004.02,482.71,multiply,BTC
2020-11-18,495.03,458.58,482.73,699555.59,334999694.91,478.76,direct,
2020-11-19,482.16,468.97,478.81,887917.88,418935834.36,471.82,multiply,BTC
2020-11-20,514.38,471.19,471.89,759082.86,379278054.3,510.43,direct,
2020-11-21,553.11,503.09,510.43,741748.0,392076756.29,552.26,direct,
2020-11-22,581.05,513.33,552.26,964066.75,530834818.6,560.01,direct,
2020-11-23,610.75,550.31,560.01,1068086.27,628512665.29,609.13,direct,
2020-11-24,645.6,590.23,609.12,2001953.72,1211148193.21,604.98,multiply,BTC
2020-11-25,606.1,554.92,605.05,688409.44,404296921.42,569.4,direct,
2020-11-26,576.94,482.39,569.4,1576644.23,810828523.33,520.22,direct,
2020-11-27,531.01,494.78,520.22,648018.44,332244579.12,518.83,direct,
2020-11-28,548.25,507.33,518.83,469956.47,248369034.48,537.99,direct,
2020-11-29,576.77,531.08,537.99,419301.11,231983170.72,576.0,direct,
2020-11-30,616.29,571.15,576.0,896172.25,535467109.2,616.14,direct,
2020-12-01,636.06,566.47,616.14,1268939.21,762366851.43,586.23,direct,
2020-12-02,604.64,576.61,586.23,532202.31,314984220.64,598.26,direct,
2020-12-03,623.7,586.55,598.26,520711.18,316868104.63,616.55,direct,
2020-12-04,620.5,566.14,616.55,622236.62,369234314.74,567.67,direct,
2020-12-05,599.99,580.64,567.79,750251.2,447845298.9,596.93,multiply,BTC
2020-12-06,610.44,599.0,596.93,659997.39,397514748.44,602.3,multiply,BTC
2020-12-07,602.49,587.53,602.3,645874.83,381946393.32,591.36,multiply,BTC
2020-12-08,595.17,549.12,591.53,537079.56,307106189.41,554.82,direct,
2020-12-09,577.8,530.82,554.82,749281.63,418399444.97,573.44,direct,
2020-12-10,575.27,548.52,573.44,354098.49,198710326.68,558.36,direct,
2020-12-11,560.35,535.92,558.36,569602.04,310867291.92,544.14,direct,
2020-12-12,574.11,543.48,544.14,297399.48,166540219.65,568.26,direct,
2020-12-13,595.05,563.87,568.26,346124.44,201829035.68,590.72,direct,
2020-12-14,591.45,575.93,590.72,277062.65,162125862.95,586.35,direct,
2020-12-15,596.93,579.25,586.35,293205.54,172371762.61,589.17,direct,
2020-12-16,638.73,581.3,589.17,808780.64,497086861.72,637.74,direct,
2020-12-17,675.88,627.08,637.74,1349219.92,878651645.58,643.16,direct,
2020-12-18,664.2,629.63,643.16,528429.46,341755740.38,654.55,direct,
2020-12-19,669.79,646.4,654.55,514459.89,338530489.08,658.7,direct,
2020-12-20,661.05,621.84,658.7,477979.98,308930175.05,638.17,direct,
2020-12-21,647.83,596.6,638.17,785220.42,486584732.86,607.9,direct,
